Date,Ticker,Open,High,Low,Close,Adj_Close,Volume,Dividends,Stock_Splits,sent_pos,sent_neu,sent_neg,sent_score
2025-09-25,AAPL,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,256.6212158203125,55202100,0.0,0.0,0.2319471464891518,0.4327502636172409,0.3353025947830507,-0.1033554482938987
2025-09-26,AAPL,254.1000061035156,257.6000061035156,253.77999877929688,255.4600067138672,255.2126007080078,46076300,0.0,0.0,0.0922871380590083,0.6459622397655393,0.2617506158606308,-0.1694634778016224
2025-09-29,AAPL,254.55999755859372,255.0,253.00999450683597,254.42999267578125,254.18359375,40127700,0.0,0.0,0.4318032282947873,0.310576821056505,0.257619943935424,0.1741832843593632
2025-09-30,AAPL,254.8600006103516,255.9199981689453,253.1100006103516,254.6300048828125,254.38340759277344,37704300,0.0,0.0,0.375938155089638,0.4049328560608306,0.2191289884836545,0.1568091666059834
2025-10-01,AAPL,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,255.20260620117188,48713900,0.0,0.0,0.2728178596410613,0.3857474307266947,0.341434696307167,-0.0686168366661056
2025-10-02,AAPL,256.5799865722656,258.17999267578125,254.1499938964844,257.1300048828125,256.8809814453125,42630200,0.0,0.0,0.1645382332693164,0.5035086946251491,0.3319530800605813,-0.1674148467912648
2025-10-03,AAPL,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,257.7701110839844,49155600,0.0,0.0,0.3979749621291245,0.2928627692296036,0.3091622753867081,0.0888126867424164
2025-10-06,AAPL,257.989990234375,259.07000732421875,255.0500030517578,256.69000244140625,256.44140625,44664100,0.0,0.0,0.1971374278488967,0.3941899650907587,0.4086726097656147,-0.2115351819167179
2025-10-07,AAPL,256.8099975585937,257.3999938964844,255.42999267578125,256.4800109863281,256.23162841796875,31955800,0.0,0.0,0.1468215149102939,0.3388618462615543,0.5143166349993812,-0.3674951200890872
2025-10-08,AAPL,256.5199890136719,258.5199890136719,256.1099853515625,258.0599975585937,257.8100891113281,36496900,0.0,0.0,0.2329208960956228,0.5098450028204492,0.2572340966601457,-0.0243132005645228
2025-10-09,AAPL,257.8099975585937,258.0,253.13999938964844,254.0399932861328,253.79396057128903,38322000,0.0,0.0,0.3290622496210476,0.4980816867147736,0.1728560617741416,0.156206187846906
2025-10-10,AAPL,254.94000244140625,256.3800048828125,244.0,245.2700042724609,245.032470703125,61999100,0.0,0.0,0.3445989806437864,0.3882486182963475,0.26715241195634,0.0774465686874464
2025-10-13,AAPL,249.3800048828125,249.69000244140625,245.55999755859372,247.66000366210935,247.42015075683597,38142900,0.0,0.0,0.4431393709248648,0.3694134215072083,0.1874471946189609,0.2556921763059038
2025-10-14,AAPL,246.6000061035156,248.8500061035156,244.6999969482422,247.7700042724609,247.5300445556641,35478000,0.0,0.0,0.1073829684303038,0.5370643894291587,0.3555526522298653,-0.2481696837995615
2025-10-15,AAPL,249.4900054931641,251.82000732421875,247.47000122070312,249.33999633789065,249.09852600097656,33893600,0.0,0.0,0.1683031504145926,0.5953719058384498,0.2363249390696485,-0.0680217886550558
2025-10-16,AAPL,248.25,249.0399932861328,245.1300048828125,247.4499969482422,247.2103576660156,39777000,0.0,0.0,0.2168210103656306,0.5229278362751233,0.2602511461485515,-0.0434301357829209
2025-10-17,AAPL,248.0200042724609,253.3800048828125,247.2700042724609,252.2899932861328,252.045654296875,49147000,0.0,0.0,0.2320317645173738,0.4595074925900382,0.308460738235975,-0.0764289737186011
2025-10-20,AAPL,255.88999938964844,264.3800048828125,255.6300048828125,262.239990234375,261.98602294921875,90483000,0.0,0.0,0.2685651087346647,0.5644509695743307,0.1669839078817387,0.1015812008529259
2025-10-21,AAPL,261.8800048828125,265.2900085449219,261.8299865722656,262.7699890136719,262.5155029296875,46695900,0.0,0.0,0.190282846067814,0.4522818054884989,0.3574353352268326,-0.1671524891590184
2025-10-22,AAPL,262.6499938964844,262.8500061035156,255.42999267578125,258.45001220703125,258.19970703125,45015300,0.0,0.0,0.3677372222357407,0.3709246640139054,0.2613381198948112,0.1063991023409294
2025-10-23,AAPL,259.94000244140625,260.6199951171875,258.010009765625,259.5799865722656,259.3285827636719,32754900,0.0,0.0,0.2356522188193219,0.3853731495602165,0.3789746307165307,-0.1433224118972087
2025-10-24,AAPL,261.19000244140625,264.1300048828125,259.17999267578125,262.82000732421875,262.56549072265625,38253700,0.0,0.0,,,,
2025-10-27,AAPL,264.8800048828125,269.1199951171875,264.6499938964844,268.8099975585937,268.5496520996094,44888200,0.0,0.0,,,,
2025-10-28,AAPL,268.989990234375,269.8900146484375,268.1499938964844,269.0,268.7394714355469,41534800,0.0,0.0,,,,
2025-10-29,AAPL,269.2799987792969,271.4100036621094,267.1099853515625,269.70001220703125,269.4388122558594,51086700,0.0,0.0,,,,
2025-10-30,AAPL,271.989990234375,274.1400146484375,268.4800109863281,271.3999938964844,271.1371459960937,69886500,0.0,0.0,,,,
2025-10-31,AAPL,276.989990234375,277.32000732421875,269.1600036621094,270.3699951171875,270.108154296875,86167100,0.0,0.0,,,,
2025-11-03,AAPL,270.4200134277344,270.8500061035156,266.25,269.04998779296875,268.7894287109375,50194600,0.0,0.0,,,,
2025-11-04,AAPL,268.3299865722656,271.489990234375,267.6199951171875,270.0400085449219,269.7784729003906,49274800,0.0,0.0,,,,
2025-11-05,AAPL,268.6099853515625,271.70001220703125,266.92999267578125,270.1400146484375,269.8783874511719,43683100,0.0,0.0,0.2296438599471003,0.5125108041800559,0.2578453265130519,-0.0282014665659516
